sample_id,t_delta,t_start,t_end,psnr,clip_similarity_target_image,combined_score,agreement_score
46,0.0,0.0,0.0,35.60089111328125,22.62199592590332,0.6558241342210919,0.6558241342210919
47,0.0,0.0,0.0,19.056381225585938,19.91139411926269,0.3789021966629002,0.3789021966629002
48,0.0,0.0,0.0,35.381561279296875,21.8908748626709,0.6416142723995999,0.6416142723995999
49,0.0,0.0,0.0,31.512121200561523,18.38085174560547,0.5332477276416419,0.5332477276416419
50,0.0,0.0,0.0,26.530658721923828,19.99147605895996,0.4866568054561929,0.4866568054561929
51,0.0,0.0,0.0,27.536958694458008,25.98630142211914,0.5918797795561686,0.5918797795561686
52,0.0,0.0,0.0,29.05159950256348,18.99249649047852,0.507446971106536,0.507446971106536
53,0.0,0.0,0.0,27.615692138671875,22.59153938293457,0.5415389956248149,0.5415389956248149
54,0.0,0.0,0.0,25.660648345947266,22.86014175415039,0.5177431044286017,0.5177431044286017
55,0.0,0.0,0.0,26.7191104888916,24.376873016357425,0.5558237101379683,0.5558237101379683
56,0.0,0.0,0.0,23.33995819091797,23.48886489868164,0.4941944497192497,0.4941944497192497
57,0.0,0.0,0.0,20.8633041381836,23.60059928894043,0.4605853203575839,0.4605853203575839
58,0.0,0.0,0.0,25.70112609863281,20.231664657592773,0.4784735493470253,0.4784735493470253
59,0.0,0.0,0.0,32.01616668701172,21.921703338623047,0.5941102702572779,0.5941102702572779
60,0.0,0.0,0.0,37.418365478515625,21.561569213867188,0.6656553665153555,0.6656553665153555
61,0.0,0.0,0.0,21.11176300048828,23.511228561401367,0.4627721075502619,0.4627721075502619
62,0.0,0.0,0.0,29.42959785461425,22.46201133728028,0.5654313667415437,0.5654313667415437
63,0.0,0.0,0.0,26.13207244873047,22.772872924804688,0.5231399691443486,0.5231399691443486
64,0.0,0.0,0.0,22.062061309814453,23.102792739868164,0.4701262414701543,0.4701262414701543
65,0.0,0.0,0.0,26.469444274902344,23.50089263916016,0.5389854220104585,0.5389854220104585
66,0.0,0.0,0.0,28.955368041992188,26.99194526672364,0.6273433244628952,0.6273433244628952
67,0.0,0.0,0.0,26.35635566711425,24.28603172302246,0.5492757802833326,0.5492757802833326
68,0.0,0.0,0.0,31.091609954833984,24.2874813079834,0.6167954960414295,0.6167954960414295
69,0.0,0.0,0.0,26.638702392578125,14.676252365112305,0.4076204785897165,0.4076204785897165
70,0.0,0.0,0.0,34.035552978515625,27.661693572998047,0.709910895277907,0.709910895277907
71,0.0,0.0,0.0,39.944950103759766,23.05802345275879,0.7243556416266765,0.7243556416266765
72,0.0,0.0,0.0,32.891456604003906,18.467735290527344,0.5542263055675553,0.5542263055675553
73,0.0,0.0,0.0,27.25651741027832,25.24081993103028,0.5765811190557213,0.5765811190557213
74,0.0,0.0,0.0,30.44820785522461,22.47614479064941,0.5801651972891151,0.5801651972891151
75,0.0,0.0,0.0,29.50610542297364,17.11311912536621,0.485435115100316,0.485435115100316
76,0.0,0.0,0.0,29.83099937438965,20.95486640930176,0.5483054218761301,0.5483054218761301
77,0.0,0.0,0.0,23.18558883666992,25.59223175048828,0.5238801231651304,0.5238801231651304
78,0.0,0.0,0.0,30.989452362060547,17.403167724609375,0.5109761961346357,0.5109761961346357
79,0.0,0.0,0.0,32.19395446777344,22.24951362609864,0.6016139681674312,0.6016139681674312
80,0.0,0.0,0.0,33.03482437133789,25.07255744934082,0.6563960627238123,0.6563960627238123
81,0.0,0.0,0.0,25.312721252441406,22.808263778686523,0.5119971999503127,0.5119971999503127
82,0.0,0.0,0.0,28.725357055664062,27.00742530822754,0.6242993490986004,0.6242993490986004
83,0.0,0.0,0.0,35.48035430908203,29.667621612548828,0.7609145004626067,0.7609145004626067
84,0.0,0.0,0.0,25.34678077697754,23.33126640319824,0.5204111805374791,0.5204111805374791
85,0.0,0.0,0.0,27.965150833129883,25.910877227783203,0.5968399622046845,0.5968399622046845
86,0.0,0.0,0.0,27.577770233154297,19.037139892578125,0.4871153388466002,0.4871153388466002
87,0.0,0.0,0.0,28.84634590148925,21.22916030883789,0.5384280475676355,0.5384280475676355
88,0.0,0.0,0.0,22.042654037475582,24.87413787841797,0.496702404405719,0.496702404405719
89,0.0,0.0,0.0,36.15129470825195,20.920711517333984,0.6378790421153416,0.6378790421153416
90,0.0,0.0,0.0,31.230270385742188,23.858516693115234,0.6122690918822618,0.6122690918822618
91,0.0,0.0,0.0,22.993690490722656,21.586048126220703,0.4604127944301045,0.4604127944301045
92,0.0,0.0,0.0,23.81506729125977,24.79997062683105,0.5208425743480004,0.5208425743480004
93,0.0,0.0,0.0,27.42701530456543,9.054221153259276,0.333629849612041,0.333629849612041
94,0.0,0.0,0.0,28.998231887817383,22.974056243896484,0.567044918104224,0.567044918104224
95,0.0,0.0,0.0,26.312461853027344,26.6172103881836,0.5839897305480333,0.5839897305480333
96,0.0,0.0,0.0,28.018848419189453,18.84140014648437,0.4904352731432804,0.4904352731432804
97,0.0,0.0,0.0,19.44222068786621,26.32015609741211,0.4815560337342518,0.4815560337342518
98,0.0,0.0,0.0,28.444334030151367,21.322473526000977,0.5341122359191454,0.5341122359191454
99,0.0,0.0,0.0,26.61376953125,18.70121955871582,0.4682817805047036,0.4682817805047036
100,0.0,0.0,0.0,28.801870346069336,28.201229095458984,0.6434875240510867,0.6434875240510867
101,0.0,0.0,0.0,21.994848251342773,16.7082462310791,0.3722297012744573,0.3722297012744573
102,0.0,0.0,0.0,31.23422622680664,20.60193634033203,0.5629571780374536,0.5629571780374536
103,0.0,0.0,0.0,25.877344131469727,23.566755294799805,0.5315438966490327,0.5315438966490327
104,0.0,0.0,0.0,28.614107131958008,19.60439682006836,0.5104869584147576,0.5104869584147576
105,0.0,0.0,0.0,18.606876373291016,22.624292373657227,0.4136211432772002,0.4136211432772002
106,0.0,0.0,0.0,28.124771118164062,21.6304874420166,0.534226443134334,0.534226443134334
107,0.0,0.0,0.0,24.361242294311523,22.77755546569824,0.4979690080411378,0.4979690080411378
108,0.0,0.0,0.0,32.223777770996094,15.294888496398926,0.4966100721054463,0.4966100721054463
109,0.0,0.0,0.0,19.30766868591309,22.11238670349121,0.4158501869513484,0.4158501869513484
110,0.0,0.0,0.0,30.100446701049805,20.38706016540528,0.5435385165200196,0.5435385165200196
111,0.0,0.0,0.0,23.52702522277832,15.851503372192385,0.3810819747097639,0.3810819747097639
112,0.0,0.0,0.0,21.6236515045166,27.72659111022949,0.5339717313056135,0.5339717313056135
113,0.0,0.0,0.0,23.163856506347656,18.65668678283692,0.4184305842987397,0.4184305842987397
114,0.0,0.0,0.0,30.324369430541992,19.672887802124023,0.5359038449401012,0.5359038449401012
115,0.0,0.0,0.0,33.74352264404297,23.00498008728028,0.6351545132819063,0.6351545132819063
116,0.0,0.0,0.0,25.281471252441406,21.19126892089844,0.4870388342196686,0.4870388342196686
117,0.0,0.0,0.0,29.813100814819336,18.55051612854004,0.5116014155423475,0.5116014155423475
118,0.0,0.0,0.0,32.20457077026367,23.07211875915528,0.6142356220352435,0.6142356220352435
119,0.0,0.0,0.0,29.621824264526367,23.309785842895508,0.5810233022053273,0.5810233022053273
120,0.0,0.0,0.0,29.41359138488769,15.861513137817385,0.4651426051676368,0.4651426051676368
121,0.0,0.0,0.0,25.711463928222656,25.809616088867188,0.5631801567605985,0.5631801567605985
122,0.0,0.0,0.0,24.120073318481445,18.26108360290528,0.4260636194471751,0.4260636194471751
123,0.0,0.0,0.0,28.4047794342041,19.652732849121094,0.508235890950748,0.508235890950748
124,0.0,0.0,0.0,27.722517013549805,20.40933609008789,0.5099804836659673,0.5099804836659673
125,0.0,0.0,0.0,27.82176399230957,15.909819602966309,0.4431845225209035,0.4431845225209035
126,0.0,0.0,0.0,26.865781784057617,18.159637451171875,0.463663896533081,0.463663896533081
127,0.0,0.0,0.0,27.744518280029297,23.59624290466309,0.558606178262298,0.558606178262298
128,0.0,0.0,0.0,26.582603454589844,33.948238372802734,0.6989755156298837,0.6989755156298837
129,0.0,0.0,0.0,29.324586868286133,15.871572494506836,0.4640264033313873,0.4640264033313873
130,0.0,0.0,0.0,33.459712982177734,30.375,0.7428352104157709,0.7428352104157709
131,0.0,0.0,0.0,22.553953170776367,27.811613082885746,0.548521426506647,0.548521426506647
132,0.0,0.0,0.0,29.397926330566406,25.49364471435547,0.6109381173532933,0.6109381173532933
133,0.0,0.0,0.0,29.111921310424805,21.74461936950684,0.5500277682410601,0.5500277682410601
134,0.0,0.0,0.0,33.9696159362793,24.84391593933105,0.6662547601862363,0.6662547601862363
135,0.0,0.0,0.0,31.67684936523437,25.819551467895508,0.6483631732328083,0.6483631732328083
136,0.0,0.0,0.0,29.59648895263672,20.88018035888672,0.5438304325788494,0.5438304325788494
137,0.0,0.0,0.0,21.982641220092773,22.12834930419922,0.454222036942334,0.454222036942334
138,0.0,0.0,0.0,26.09361457824707,18.80422592163086,0.462428865544085,0.462428865544085
139,0.0,0.0,0.0,18.76020240783692,21.192535400390625,0.3941019034093387,0.3941019034093387
111000000000,0.0,0.0,0.0,25.237632751464844,15.00997257232666,0.3927082590556692,0.3927082590556692
111000000001,0.0,0.0,0.0,29.904539108276367,25.74822998046875,0.6220189272268392,0.6220189272268392
111000000002,0.0,0.0,0.0,31.514747619628903,15.039862632751465,0.4826372647657024,0.4826372647657024
111000000003,0.0,0.0,0.0,30.18595314025879,15.511636734008787,0.4708481124407697,0.4708481124407697
111000000004,0.0,0.0,0.0,26.44720458984375,28.58802032470703,0.6157869912620211,0.6157869912620211
111000000005,0.0,0.0,0.0,28.36724090576172,21.53117561340332,0.5361771576064717,0.5361771576064717
111000000006,0.0,0.0,0.0,37.7373046875,24.310497283935547,0.7118741420964572,0.7118741420964572
111000000007,0.0,0.0,0.0,28.01445198059082,15.975732803344728,0.4469303697733591,0.4469303697733591
111000000008,0.0,0.0,0.0,25.695556640625,23.14899635314941,0.522619604300363,0.522619604300363
111000000009,0.0,0.0,0.0,23.196853637695312,15.863597869873049,0.3765589566760692,0.3765589566760692
112000000000,0.0,0.0,0.0,24.40231132507324,24.948457717895508,0.5314643255493912,0.5314643255493912
112000000001,0.0,0.0,0.0,26.83257102966309,18.543285369873047,0.4690064312934365,0.4690064312934365
112000000002,0.0,0.0,0.0,28.18657493591309,21.147119522094727,0.5277797718929264,0.5277797718929264
112000000003,0.0,0.0,0.0,27.10136032104492,18.972314834594727,0.4793417295974999,0.4793417295974999
112000000004,0.0,0.0,0.0,27.88420486450196,23.502410888671875,0.5591748615110635,0.5591748615110635
112000000005,0.0,0.0,0.0,22.56376838684082,22.21690559387207,0.4638480723342393,0.4638480723342393
112000000006,0.0,0.0,0.0,26.525840759277344,23.745954513549805,0.5435043428914654,0.5435043428914654
112000000007,0.0,0.0,0.0,26.413311004638672,22.752281188964844,0.5268366667134111,0.5268366667134111
112000000008,0.0,0.0,0.0,28.250938415527344,25.556108474731445,0.5955355288519789,0.5955355288519789
112000000009,0.0,0.0,0.0,25.96527099609375,22.86213111877441,0.5221154453026529,0.5221154453026529
113000000000,0.0,0.0,0.0,27.82142639160156,21.91067695617676,0.5341500237616225,0.5341500237616225
113000000001,0.0,0.0,0.0,35.772464752197266,14.999821662902832,0.5427210438443102,0.5427210438443102
113000000002,0.0,0.0,0.0,28.59339141845703,21.9794921875,0.5461970538696154,0.5461970538696154
113000000003,0.0,0.0,0.0,28.66740798950196,22.026594161987305,0.5479661532304856,0.5479661532304856
113000000004,0.0,0.0,0.0,27.26940155029297,27.454025268554688,0.610315976495914,0.610315976495914
113000000005,0.0,0.0,0.0,37.247215270996094,20.16390609741211,0.6420277921932824,0.6420277921932824
113000000006,0.0,0.0,0.0,32.54725646972656,26.951753616333008,0.6779338964105026,0.6779338964105026
113000000007,0.0,0.0,0.0,29.59300994873047,21.576961517333984,0.5543437325258544,0.5543437325258544
113000000008,0.0,0.0,0.0,24.967750549316406,23.882787704467773,0.523369185773911,0.523369185773911
113000000009,0.0,0.0,0.0,20.5466537475586,26.871192932128903,0.50565242713596,0.50565242713596
114000000000,0.0,0.0,0.0,25.553815841674805,30.1153621673584,0.6262061781988553,0.6262061781988553
114000000001,0.0,0.0,0.0,32.18794250488281,28.50592803955078,0.6963727160723006,0.6963727160723006
114000000002,0.0,0.0,0.0,31.67117691040039,22.459213256835938,0.5973410920343416,0.5973410920343416
114000000003,0.0,0.0,0.0,26.48830795288086,22.201322555541992,0.5195534093415966,0.5195534093415966
114000000004,0.0,0.0,0.0,31.45073127746582,28.27472686767578,0.6823593788587844,0.6823593788587844
114000000005,0.0,0.0,0.0,26.46684455871582,22.52653884887696,0.524177597206381,0.524177597206381
114000000006,0.0,0.0,0.0,29.447240829467773,20.2242488861084,0.5317593771309407,0.5317593771309407
114000000007,0.0,0.0,0.0,27.384841918945312,17.427215576171875,0.4599595479787119,0.4599595479787119
114000000008,0.0,0.0,0.0,27.72920036315918,26.80230712890625,0.6069903317421554,0.6069903317421554
114000000009,0.0,0.0,0.0,30.33329391479492,23.68881607055664,0.5969107335927668,0.5969107335927668
121000000000,0.0,0.0,0.0,28.65191078186035,18.779918670654297,0.4985271030403811,0.4985271030403811
121000000001,0.0,0.0,0.0,30.776729583740234,20.46314811706543,0.5543319157166814,0.5543319157166814
121000000002,0.0,0.0,0.0,24.45559310913086,16.84330177307129,0.4093532811725998,0.4093532811725998
121000000003,0.0,0.0,0.0,24.13438415527344,22.63688468933105,0.4926027977534611,0.4926027977534611
121000000004,0.0,0.0,0.0,25.9892807006836,20.85299491882324,0.4920000806871817,0.4920000806871817
121000000005,0.0,0.0,0.0,29.935258865356445,21.80087280273437,0.5626166465950507,0.5626166465950507
121000000006,0.0,0.0,0.0,27.476680755615234,18.96083068847656,0.4845175655856282,0.4845175655856282
121000000007,0.0,0.0,0.0,25.40132522583008,20.70391845703125,0.4813592537943221,0.4813592537943221
121000000008,0.0,0.0,0.0,25.26240921020508,19.3675479888916,0.459120324485668,0.459120324485668
121000000009,0.0,0.0,0.0,26.090450286865234,7.206381320953369,0.2865656239422152,0.2865656239422152
122000000000,0.0,0.0,0.0,28.531147003173828,17.348474502563477,0.4751056464156742,0.4751056464156742
122000000001,0.0,0.0,0.0,29.28009414672852,13.946585655212402,0.4342102511737604,0.4342102511737604
122000000002,0.0,0.0,0.0,32.83462142944336,22.03044509887696,0.6074252470929162,0.6074252470929162
122000000003,0.0,0.0,0.0,24.10994911193848,22.281295776367188,0.4868639244086881,0.4868639244086881
122000000004,0.0,0.0,0.0,33.26397705078125,20.676240921020508,0.5930162817767518,0.5930162817767518
122000000005,0.0,0.0,0.0,28.283672332763672,23.50307273864746,0.5648790244579172,0.5648790244579172
122000000006,0.0,0.0,0.0,23.5931396484375,22.281465530395508,0.479499740067431,0.479499740067431
122000000007,0.0,0.0,0.0,25.71926689147949,24.9082145690918,0.5496265386741256,0.5496265386741256
122000000008,0.0,0.0,0.0,26.96038627624512,22.855484008789062,0.5361993509830307,0.5361993509830307
122000000009,0.0,0.0,0.0,31.755529403686523,20.51513862609864,0.5690721759914734,0.5690721759914734
123000000000,0.0,0.0,0.0,31.14712142944336,21.0958309173584,0.5692027809092339,0.5692027809092339
123000000001,0.0,0.0,0.0,38.225807189941406,21.266572952270508,0.6726928724568423,0.6726928724568423
123000000002,0.0,0.0,0.0,31.731016159057617,13.743916511535645,0.4660740580920531,0.4660740580920531
123000000003,0.0,0.0,0.0,29.26318359375,21.50556945800781,0.5485600166423797,0.5485600166423797
123000000004,0.0,0.0,0.0,25.662824630737305,21.46824073791504,0.4966735289895054,0.4966735289895054
123000000005,0.0,0.0,0.0,22.570402145385746,18.357120513916016,0.4054300164599396,0.4054300164599396
123000000006,0.0,0.0,0.0,30.007434844970703,28.30808448791504,0.6622918834462981,0.6622918834462981
123000000007,0.0,0.0,0.0,30.22933006286621,19.66801643371582,0.5344752774046747,0.5344752774046747
123000000008,0.0,0.0,0.0,29.04258155822754,21.59187126159668,0.5467237855336251,0.5467237855336251
123000000009,0.0,0.0,0.0,26.1605224609375,23.3370418548584,0.5320980528331813,0.5320980528331813
124000000000,0.0,0.0,0.0,30.875831604003903,22.154926300048828,0.5813911463406695,0.5813911463406695
124000000001,0.0,0.0,0.0,38.48345947265625,17.382972717285156,0.6174918831248752,0.6174918831248752
124000000002,0.0,0.0,0.0,24.115131378173828,14.336535453796388,0.3664987809131431,0.3664987809131431
124000000003,0.0,0.0,0.0,18.641891479492188,20.699657440185547,0.3849436543761055,0.3849436543761055
124000000004,0.0,0.0,0.0,24.296735763549805,27.050893783569336,0.5618314101101662,0.5618314101101662
124000000005,0.0,0.0,0.0,28.939546585083008,21.935985565185547,0.5504717129283666,0.5504717129283666
124000000006,0.0,0.0,0.0,30.668819427490234,24.494762420654297,0.613911201494558,0.613911201494558
124000000007,0.0,0.0,0.0,30.56504821777344,14.32923984527588,0.4583272398561288,0.4583272398561288
124000000008,0.0,0.0,0.0,31.23910522460937,20.395883560180664,0.5599030567545497,0.5599030567545497
124000000009,0.0,0.0,0.0,30.510393142700195,21.00271415710449,0.5587150557136715,0.5587150557136715
211000000000,0.0,0.0,0.0,28.71979331970215,27.181196212768555,0.6268543311218571,0.6268543311218571
211000000001,0.0,0.0,0.0,22.91684913635254,23.10684394836425,0.4823720590885521,0.4823720590885521
211000000002,0.0,0.0,0.0,23.426319122314453,28.72718048095703,0.5748359857575941,0.5748359857575941
211000000003,0.0,0.0,0.0,25.443878173828125,31.231964111328125,0.6415662796261843,0.6415662796261843
211000000004,0.0,0.0,0.0,26.436697006225582,26.91220092773437,0.5902325404774257,0.5902325404774257
211000000005,0.0,0.0,0.0,28.53471946716309,23.885971069335938,0.5742620933539653,0.5742620933539653
211000000006,0.0,0.0,0.0,27.30424118041992,27.61032485961914,0.6131820229693796,0.6131820229693796
211000000007,0.0,0.0,0.0,28.530187606811523,30.8252182006836,0.6793933776824894,0.6793933776824894
211000000008,0.0,0.0,0.0,31.85386657714844,23.777660369873047,0.6199322741022182,0.6199322741022182
211000000009,0.0,0.0,0.0,31.60936546325684,30.3977165222168,0.7168041719421937,0.7168041719421937
212000000000,0.0,0.0,0.0,26.60856437683105,26.37166976928711,0.5844881791365095,0.5844881791365095
212000000001,0.0,0.0,0.0,30.91284942626953,22.92064476013184,0.593526758903631,0.593526758903631
212000000002,0.0,0.0,0.0,27.065092086791992,27.20276641845703,0.6035947160845498,0.6035947160845498
212000000003,0.0,0.0,0.0,30.82162857055664,17.881349563598633,0.5158330080735077,0.5158330080735077
212000000004,0.0,0.0,0.0,29.731351852416992,21.90348052978516,0.5612655818727283,0.5612655818727283
212000000005,0.0,0.0,0.0,30.614160537719727,15.280320167541504,0.4734452539563073,0.4734452539563073
212000000006,0.0,0.0,0.0,32.861427307128906,26.58755874633789,0.6768911508057186,0.6768911508057186
212000000007,0.0,0.0,0.0,27.392406463623047,27.26312828063965,0.6091754126196909,0.6091754126196909
212000000008,0.0,0.0,0.0,35.33551788330078,15.350736618041992,0.5418123853510546,0.5418123853510546
212000000009,0.0,0.0,0.0,28.88737678527832,18.57884788513184,0.4988353631899924,0.4988353631899924
213000000000,0.0,0.0,0.0,37.06410217285156,26.909183502197266,0.7416730314774516,0.7416730314774516
213000000001,0.0,0.0,0.0,34.61899185180664,26.46318626403809,0.7000585739339426,0.7000585739339426
213000000002,0.0,0.0,0.0,22.90952491760254,28.42772674560547,0.5629298608317289,0.5629298608317289
213000000003,0.0,0.0,0.0,32.91012954711914,26.07754135131836,0.6698537316061219,0.6698537316061219
213000000004,0.0,0.0,0.0,21.45813369750977,27.912092208862305,0.534424504323949,0.534424504323949
213000000005,0.0,0.0,0.0,28.412412643432617,27.443588256835938,0.6264505804201186,0.6264505804201186
213000000006,0.0,0.0,0.0,24.78500366210937,24.51620864868164,0.5303666348145831,0.5303666348145831
213000000007,0.0,0.0,0.0,37.77310180664063,20.150182723999023,0.6493158970467309,0.6493158970467309
213000000008,0.0,0.0,0.0,26.440473556518555,24.799116134643555,0.5582529522076798,0.5582529522076798
213000000009,0.0,0.0,0.0,26.489547729492188,28.54107666015625,0.6156789181683933,0.6156789181683933
214000000000,0.0,0.0,0.0,24.636859893798828,26.667236328125,0.5608635664672963,0.5608635664672963
214000000001,0.0,0.0,0.0,24.520811080932617,28.672834396362305,0.5896133414203625,0.5896133414203625
214000000002,0.0,0.0,0.0,33.93381881713867,27.86221504211425,0.7115005616887426,0.7115005616887426
214000000003,0.0,0.0,0.0,27.66203117370605,17.33345603942871,0.4624893344534024,0.4624893344534024
214000000004,0.0,0.0,0.0,27.5529727935791,26.99546241760254,0.6074064786773055,0.6074064786773055
214000000005,0.0,0.0,0.0,32.39505386352539,17.472576141357422,0.5320642638050195,0.5320642638050195
214000000006,0.0,0.0,0.0,24.56114196777344,21.96838760375977,0.4885518153142109,0.4885518153142109
214000000007,0.0,0.0,0.0,33.21570587158203,23.416370391845703,0.6338673470654426,0.6338673470654426
214000000008,0.0,0.0,0.0,32.11988830566406,17.51641273498535,0.5288065142265392,0.5288065142265392
214000000009,0.0,0.0,0.0,37.05112838745117,20.80095672607422,0.6488901133014525,0.6488901133014525
221000000000,0.0,0.0,0.0,33.87059020996094,23.221418380737305,0.6402468803580895,0.6402468803580895
221000000001,0.0,0.0,0.0,26.105363845825195,22.118959426879883,0.5128462205188036,0.5128462205188036
221000000002,0.0,0.0,0.0,33.55257034301758,25.248485565185547,0.6664431612796009,0.6664431612796009
221000000003,0.0,0.0,0.0,24.75542259216309,27.81623268127441,0.579971865684638,0.579971865684638
221000000004,0.0,0.0,0.0,26.95142936706543,25.32594871520996,0.5735228164997321,0.5735228164997321
221000000005,0.0,0.0,0.0,29.02507209777832,27.982879638671875,0.6433590289350726,0.6433590289350726
221000000006,0.0,0.0,0.0,21.467416763305664,26.66610145568848,0.5156681654091062,0.5156681654091062
221000000007,0.0,0.0,0.0,30.97473907470703,23.97938346862793,0.6104589578756321,0.6104589578756321
221000000008,0.0,0.0,0.0,28.80083656311035,25.9782943725586,0.6097740920385604,0.6097740920385604
221000000009,0.0,0.0,0.0,25.6533317565918,27.559873580932617,0.5888846440302228,0.5888846440302228
222000000000,0.0,0.0,0.0,33.022220611572266,27.306610107421875,0.6900836440199039,0.6900836440199039
222000000001,0.0,0.0,0.0,33.971923828125,21.80097198486328,0.6201579882234015,0.6201579882234015
222000000002,0.0,0.0,0.0,30.41552925109864,18.60410118103028,0.5210009373310084,0.5210009373310084
222000000003,0.0,0.0,0.0,28.00528144836425,22.88993263244629,0.5516158271767062,0.5516158271767062
222000000004,0.0,0.0,0.0,26.36647224426269,20.399560928344727,0.4905028260546999,0.4905028260546999
222000000005,0.0,0.0,0.0,33.38924026489258,19.60263633728028,0.5785264560512365,0.5785264560512365
222000000006,0.0,0.0,0.0,32.410926818847656,17.997562408447266,0.5402490786917689,0.5402490786917689
222000000007,0.0,0.0,0.0,31.382049560546875,20.786190032958984,0.5678574999254881,0.5678574999254881
222000000008,0.0,0.0,0.0,33.558433532714844,24.326313018798828,0.6525470136033424,0.6525470136033424
222000000009,0.0,0.0,0.0,22.13547134399414,22.635417938232425,0.4640874572531672,0.4640874572531672
223000000000,0.0,0.0,0.0,33.84468078613281,16.242876052856445,0.5340859791930052,0.5340859791930052
223000000001,0.0,0.0,0.0,39.64038848876953,27.22337913513184,0.783159257772182,0.783159257772182
